Calling Number,Called Number,Date ,Start Time,End Time,Duration,Cell1,Cell2,Cell Type,IMEI,IMSI Number,SMSC,Roam Nw
916100080762,917982345234,02-Jan-21,21:14:00,21:16:55,00:02:55,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84940601579210400,,AIRTEL UP
919872356521,916100080762,02-Jan-21,22:14:00,22:38:22,00:24:22,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,929734777392,02-Jan-21,22:44:23,22:48:52,00:04:29,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,02-Jan-21,23:13:27,23:20:21,00:06:54,309-32-4093-45,309-32-4093-45,IN,517154891133325,84940601579210400,,AIRTEL UP
916100080762,929734777392,02-Jan-21,23:18:00,23:24:06,00:06:06,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84907700124996900,,AIRTEL UP
929734777392,916100080762,02-Jan-21,23:37:19,23:57:52,00:20:33,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,929734777392,02-Jan-21,23:41:15,23:46:10,00:04:55,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,929734777392,02-Jan-21,23:52:29,23:55:32,00:03:03,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,03-Jan-21,00:02:50,00:18:21,00:15:31,309-32-4093-45,309-32-4093-45,IN,517154891133325,84940601579210400,,AIRTEL UP
917128857559,916100080762,03-Jan-21,01:23:54,01:28:34,00:04:40,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
929734777392,916100080762,03-Jan-21,03:51:09,03:53:28,00:02:19,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,03-Jan-21,06:51:00,07:12:13,00:21:13,309-32-4093-45,309-32-4093-45,IN,442000000000000,84940601579210400,,AIRTEL UP
916100080762,917982345234,03-Jan-21,10:42:00,10:43:23,00:01:23,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917982345234,03-Jan-21,10:52:03,10:59:34,00:07:31,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,03-Jan-21,12:24:14,12:31:47,00:07:33,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
917128857559,916100080762,03-Jan-21,13:22:25,13:31:09,00:08:44,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,918847419850,03-Jan-21,13:24:33,13:27:01,00:02:28,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
917128857559,916100080762,03-Jan-21,15:54:19,15:56:21,00:02:02,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,03-Jan-21,17:08:19,17:12:33,00:04:14,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,03-Jan-21,18:13:12,18:22:12,00:09:00,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,03-Jan-21,19:51:41,20:01:03,00:09:22,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,03-Jan-21,20:19:33,20:38:03,00:18:30,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917982345234,03-Jan-21,21:14:23,21:19:19,00:04:56,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,916128536844,03-Jan-21,21:59:02,22:14:16,00:15:14,309-32-4093-45,309-32-4093-45,OUT,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,04-Jan-21,00:15:20,00:22:36,00:07:16,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
918847419850,916100080762,04-Jan-21,01:23:12,01:28:48,00:05:36,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
918847419850,916100080762,04-Jan-21,02:41:04,02:48:22,00:07:18,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,04-Jan-21,03:10:23,03:14:28,00:04:05,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,04-Jan-21,08:19:54,08:25:40,00:05:46,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,04-Jan-21,09:14:23,09:27:51,00:13:28,309-32-4093-45,309-32-4093-45,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917128857559,04-Jan-21,11:41:30,11:46:02,00:04:32,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917982345234,04-Jan-21,13:28:21,13:39:59,00:11:38,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,916128536844,04-Jan-21,14:20:10,14:23:14,00:03:04,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,04-Jan-21,14:41:21,14:52:33,00:11:12,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,916128536844,04-Jan-21,15:45:12,15:52:12,00:07:00,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,04-Jan-21,16:12:21,16:15:19,00:02:58,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
918847419850,916100080762,04-Jan-21,17:31:26,17:32:23,00:00:57,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917128857559,04-Jan-21,17:42:34,17:51:23,00:08:49,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917982345234,04-Jan-21,18:27:44,18:30:10,00:02:26,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,918847419850,04-Jan-21,18:52:31,19:10:02,00:17:31,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,918847419850,04-Jan-21,19:23:44,19:28:10,00:04:26,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
918847419850,916100080762,04-Jan-21,19:57:02,20:08:47,00:11:45,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,04-Jan-21,21:12:01,21:24:00,00:11:59,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917128857559,04-Jan-21,22:14:34,22:20:12,00:05:38,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917982345234,04-Jan-21,22:33:24,22:45:42,00:12:18,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,929734777392,04-Jan-21,22:57:09,23:04:12,00:07:03,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
929734777392,916100080762,04-Jan-21,23:19:56,23:22:23,00:02:27,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,919872356521,04-Jan-21,23:29:31,23:39:02,00:09:31,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
929734777392,916100080762,04-Jan-21,23:31:29,23:37:23,00:05:54,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,04-Jan-21,23:39:56,23:42:33,00:02:37,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,917982345234,04-Jan-21,23:49:31,23:51:02,00:01:31,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
918847419850,916100080762,04-Jan-21,23:53:29,23:57:23,00:03:54,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,04-Jan-21,23:58:29,23:59:29,00:01:00,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,05-Jan-21,00:28:20,00:34:20,00:06:00,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
917982345234,916100080762,05-Jan-21,01:13:12,01:20:32,00:07:20,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,918847419850,05-Jan-21,02:41:04,02:44:04,00:03:00,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,916128536844,05-Jan-21,10:01:23,10:07:23,00:06:00,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,05-Jan-21,13:29:54,13:31:54,00:02:00,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916128536844,916100080762,05-Jan-21,14:44:23,14:54:23,00:10:00,309-32-4093-46,309-32-4093-46,IN,517154891133325,84907700124996900,,AIRTEL UP
916100080762,918847419850,05-Jan-21,16:11:30,16:23:13,00:11:43,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,918847419850,05-Jan-21,20:28:21,20:31:33,00:03:12,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
916100080762,916128536844,05-Jan-21,22:12:10,22:34:23,00:22:13,309-32-4093-46,309-32-4093-46,OUT,517154891133325,84907700124996900,,AIRTEL UP
